Perturbation,rank,gene,score,raw_score,hub_penalty,is_transcription_factor
577,578,CEACAM5,1.4365129470825195,1.4365129470825195,0.0,False
578,579,IGF1R,1.43412184715271,1.43412184715271,0.0,False
579,580,TIMM22,1.4326484203338623,1.4326484203338623,0.0,False
580,581,WIF1,1.4324924945831299,1.4324924945831299,0.0,False
581,582,ZMIZ1,1.4305055141448975,1.4305055141448975,0.0,False
582,583,CST5,1.42795991897583,1.42795991897583,0.0,False
583,584,RASSF1,1.4277687072753906,1.4277687072753906,0.0,False
584,585,BCL10,1.4234739542007446,1.4234739542007446,0.0,False
585,586,HEL-S-75p,1.4222475290298462,1.4222475290298462,0.0,False
586,587,SH3BP2,1.4178932905197144,1.4178932905197144,0.0,False
587,588,SATB2,1.417335033416748,1.417335033416748,0.0,True
588,589,CD58,1.414049506187439,1.414049506187439,0.0,False
589,590,MYCBP,1.4128799438476562,1.4128799438476562,0.0,False
590,591,DNAJC19,1.412663221359253,1.412663221359253,0.0,False
591,592,DUSP7,1.4116742610931396,1.4116742610931396,0.0,False
592,593,TRGV9,1.4110689163208008,1.4110689163208008,0.0,False
593,594,ETS1,1.409929245710373,1.700838327407837,0.145454540848732,True
594,595,MYBL2,1.4071934223175049,1.4071934223175049,0.0,True
595,596,CES4A,1.401137351989746,1.401137351989746,0.0,False
596,597,CASP9,1.395292043685913,1.395292043685913,0.0,False
597,598,CBLIF,1.3912794589996338,1.3912794589996338,0.0,False
598,599,IL17RA,1.3851780891418457,1.3851780891418457,0.0,False
599,600,ATOH1,1.3827714920043945,1.3827714920043945,0.0,True
600,601,IFNA5,1.382723331451416,1.382723331451416,0.0,False
601,602,PRKAR2B,1.3814032077789307,1.3814032077789307,0.0,False
602,603,GSTA5,1.3797345161437988,1.3797345161437988,0.0,False
603,604,ASB9,1.3775447607040405,1.3775447607040405,0.0,False
604,605,PSG4,1.3755393028259277,1.3755393028259277,0.0,False
605,606,IL22,1.3751027584075928,1.3751027584075928,0.0,False
606,607,SLAMF6,1.3745509386062622,1.3745509386062622,0.0,False
607,608,TIMM44,1.3711220026016235,1.3711220026016235,0.0,False
608,609,CD72,1.3694775104522705,1.3694775104522705,0.0,False
609,610,PAX9,1.368153691291809,1.368153691291809,0.0,True
610,611,APCS,1.366615653038025,1.366615653038025,0.0,False
611,612,SCG5,1.365781545639038,1.365781545639038,0.0,False
612,613,PML,1.3643718957901,1.3643718957901,0.0,False
613,614,EPHX1,1.356257677078247,1.356257677078247,0.0,False
614,615,MMP9,1.3550692796707153,1.3550692796707153,0.0,False
615,616,IFNL1,1.352009892463684,1.352009892463684,0.0,False
616,617,WDR48,1.3497933149337769,1.3497933149337769,0.0,False
617,618,CORO7-PAM16,1.3492069244384766,1.3492069244384766,0.0,False
618,619,GLG1,1.346075177192688,1.346075177192688,0.0,False
619,620,CD247,1.345259428024292,1.4725321531295776,0.06363636255264282,False
620,621,RASD1,1.342488408088684,1.342488408088684,0.0,False
621,622,GFI1,1.3416112661361694,1.3416112661361694,0.0,True
622,623,KDM1A,1.3412190675735474,1.3412190675735474,0.0,False
623,624,KRTDAP,1.3390753269195557,1.3390753269195557,0.0,False
624,625,FCGR3A,1.3373098075389862,1.5009461641311646,0.08181817829608917,False
625,626,FANCF,1.3364605903625488,1.3364605903625488,0.0,False
626,627,TP53,1.3343687057495117,1.3343687057495117,0.0,True
627,628,TNFSF14,1.3302441835403442,1.3302441835403442,0.0,False
628,629,ADAMTS16,1.3294790983200073,1.3294790983200073,0.0,False
629,630,ADGRE4P,1.3294416666030884,1.3294416666030884,0.0,False
630,631,GPR132,1.328223466873169,1.328223466873169,0.0,False
631,632,IL12B,1.326322078704834,1.326322078704834,0.0,False
632,633,DUSP9,1.3250997066497803,1.3250997066497803,0.0,False
633,634,GRPEL2,1.3239325284957886,1.3239325284957886,0.0,False
634,635,LGR5,1.3204047679901123,1.3204047679901123,0.0,False
635,636,MMP20,1.3167521953582764,1.3167521953582764,0.0,False
636,637,MYC,1.3125667572021484,1.3125667572021484,0.0,True
637,638,PRF1,1.3117582127451897,1.3844854831695557,0.036363635212183,False
638,639,CASP7,1.3117482662200928,1.3117482662200928,0.0,False
639,640,BCL3,1.3110315799713135,1.3110315799713135,0.0,False
640,641,ZNF44,1.3085792064666748,1.3085792064666748,0.0,True
641,642,TMEM200A,1.3072545528411865,1.3072545528411865,0.0,False
642,643,ZNF501,1.304011583328247,1.304011583328247,0.0,True
643,644,ZNF629,1.304011583328247,1.304011583328247,0.0,True
644,645,ZNF763,1.3040114641189575,1.3040114641189575,0.0,True
645,646,PRKACG,1.3030695915222168,1.3030695915222168,0.0,False
646,647,SMAD4,1.3028168678283691,1.3028168678283691,0.0,True
647,648,NHSL1,1.3018064498901367,1.3018064498901367,0.0,False
648,649,PROM1,1.3015882968902588,1.3015882968902588,0.0,False
649,650,TYK2,1.3015165328979492,1.3015165328979492,0.0,False
650,651,ZNF260,1.3002216815948486,1.3002216815948486,0.0,True
651,652,VAV3,1.2998186349868774,1.2998186349868774,0.0,False
652,653,CYSLTR2,1.2988672256469727,1.2988672256469727,0.0,False
653,654,MBD3,1.2975780963897705,1.2975780963897705,0.0,True
654,655,HLA-E,1.297088623046875,1.297088623046875,0.0,False
655,656,ZNF106,1.2955552339553833,1.2955552339553833,0.0,False
656,657,HOXC4,1.2949905395507812,1.2949905395507812,0.0,True
657,658,GSTZ1,1.2935707569122314,1.2935707569122314,0.0,False
658,659,RHOG,1.290286660194397,1.290286660194397,0.0,False
659,660,CD38,1.2872339487075806,1.2872339487075806,0.0,False
660,661,FAAP24,1.2855085134506226,1.2855085134506226,0.0,False
661,662,HOXC5,1.284249186515808,1.284249186515808,0.0,True
662,663,RASD2,1.2840328216552734,1.2840328216552734,0.0,False
663,664,MAP3K8,1.2836813926696777,1.2836813926696777,0.0,False
664,665,TSHR,1.2826788425445557,1.2826788425445557,0.0,False
665,666,CXCL1,1.280954122543335,1.280954122543335,0.0,False
666,667,FANCB,1.2788171768188477,1.2788171768188477,0.0,False
667,668,FANCG,1.2755364179611206,1.2755364179611206,0.0,False
668,669,S100A9,1.2731444835662842,1.2731444835662842,0.0,False
669,670,IFITM3,1.2729711532592773,1.2729711532592773,0.0,False
670,671,TIMM9,1.2681834697723389,1.2681834697723389,0.0,False
671,672,GJA9-MYCBP,1.2653603553771973,1.2653603553771973,0.0,False
672,673,HCK,1.2637317180633545,1.2637317180633545,0.0,False
673,674,COL4A3BP,1.2632272243499756,1.2632272243499756,0.0,False
674,675,TIMM10B,1.2615331411361694,1.2615331411361694,0.0,False
675,676,GSS,1.2607548236846924,1.2607548236846924,0.0,False
676,677,PCSK1N,1.2604724168777466,1.2604724168777466,0.0,False
677,678,PTPRCAP,1.2566273212432861,1.2566273212432861,0.0,False
678,679,KCNRG,1.256435751914978,1.256435751914978,0.0,False
679,680,RAPGEF1,1.2534232139587402,1.2534232139587402,0.0,False
680,681,ADAD1,1.2489774227142334,1.2489774227142334,0.0,False
681,682,ADCY9,1.248066782951355,1.248066782951355,0.0,False
682,683,RASGRF1,1.2457704544067383,1.2457704544067383,0.0,False
683,684,TLR4,1.2452566623687744,1.2452566623687744,0.0,False
684,685,RALB,1.2452019453048706,1.2452019453048706,0.0,False
685,686,PIN1,1.2450844049453735,1.2450844049453735,0.0,True
686,687,STPG4,1.2440433502197266,1.2440433502197266,0.0,False
687,688,PSG1,1.2416855096817017,1.2416855096817017,0.0,False
688,689,ANKRD26,1.2403075695037842,1.2403075695037842,0.0,False
689,690,PTPN6,1.2401946783065796,1.731103777885437,0.2454545497894287,False
690,691,FKRP,1.2396167516708374,1.2396167516708374,0.0,False
691,692,FANCE,1.239261269569397,1.239261269569397,0.0,False
692,693,SOS1,1.239082932472229,1.239082932472229,0.0,False
693,694,CHRD,1.2373238801956177,1.2373238801956177,0.0,False
694,695,IL6,1.236095905303955,1.236095905303955,0.0,False
695,696,MARVELD2,1.2355995178222656,1.2355995178222656,0.0,False
696,697,ABL1,1.235168218612671,1.235168218612671,0.0,False
697,698,CCL8,1.2342305183410645,1.2342305183410645,0.0,False
698,699,DUSP4,1.2304155826568604,1.2304155826568604,0.0,False
699,700,TNFRSF18,1.2267639636993408,1.2267639636993408,0.0,False
700,701,CLEC5A,1.2238528728485107,1.2238528728485107,0.0,False
701,702,TREX1,1.218482494354248,1.218482494354248,0.0,False
702,703,RAPGEF6,1.2155866622924805,1.2155866622924805,0.0,False
703,704,ARSE,1.2137930393218994,1.2137930393218994,0.0,False
704,705,USP1,1.2131626605987549,1.2131626605987549,0.0,False
705,706,FGL2,1.2123295068740845,1.2123295068740845,0.0,False
706,707,HOXD4,1.211545705795288,1.211545705795288,0.0,True
707,708,CCDC28A,1.2112195491790771,1.2112195491790771,0.0,False
708,709,APOC3,1.210052490234375,1.210052490234375,0.0,False
709,710,MUC5B,1.206336259841919,1.206336259841919,0.0,False
710,711,APOA4,1.2049890756607056,1.2049890756607056,0.0,False
711,712,SELPLG,1.2037453651428223,1.2037453651428223,0.0,False
712,713,BTBD6,1.2033360004425049,1.2033360004425049,0.0,False
713,714,CGB7,1.1998836994171143,1.1998836994171143,0.0,False
714,715,SOX3,1.199726939201355,1.199726939201355,0.0,True
715,716,CD248,1.1984672546386719,1.1984672546386719,0.0,False
716,717,BAD,1.195650577545166,1.195650577545166,0.0,False
717,718,GGTLC1,1.1928117275238037,1.1928117275238037,0.0,False
718,719,NOG,1.1900259256362915,1.1900259256362915,0.0,False
719,720,GP6,1.1851699352264404,1.1851699352264404,0.0,False
720,721,CAPN2,1.1806596517562866,1.1806596517562866,0.0,False
721,722,PTPN13,1.1801396608352661,1.1801396608352661,0.0,False
722,723,HILPDA,1.179736614227295,1.179736614227295,0.0,False
723,724,CDKL1,1.1787757873535156,1.1787757873535156,0.0,False
724,725,PRDM2,1.1783798933029175,1.1783798933029175,0.0,True
725,726,LTA,1.176320195198059,1.176320195198059,0.0,False
726,727,SCCA2,1.1762568950653076,1.1762568950653076,0.0,False
727,728,USP44,1.1716076135635376,1.1716076135635376,0.0,False
728,729,CORIN,1.1712337732315063,1.1712337732315063,0.0,False
729,730,BCL6B,1.170964002609253,1.170964002609253,0.0,True
730,731,ZNF304,1.1706870794296265,1.1706870794296265,0.0,True
731,732,CISH,1.1694304943084717,1.1694304943084717,0.0,False
732,733,BIRC5,1.1676316261291504,1.1676316261291504,0.0,False
733,734,TAS2R13,1.1673970222473145,1.1673970222473145,0.0,False
734,735,HPGD,1.1668018102645874,1.1668018102645874,0.0,False
735,736,KCNIP1,1.1639294624328613,1.1639294624328613,0.0,False
736,737,BIRC2,1.1636735200881958,1.1636735200881958,0.0,False
737,738,CASKIN1,1.1636180877685547,1.1636180877685547,0.0,False
738,739,SNURF,1.1611011028289795,1.1611011028289795,0.0,False
739,740,B3GAT1,1.1588389873504639,1.1588389873504639,0.0,False
740,741,EPB41L4B,1.1572508811950684,1.1572508811950684,0.0,False
741,742,SPIC,1.1533488035202026,1.1533488035202026,0.0,True
742,743,FAAH,1.1487135887145996,1.1487135887145996,0.0,False
743,744,SMAD3,1.1450074911117554,1.1450074911117554,0.0,True
744,745,CREBBP,1.1438250541687012,1.1438250541687012,0.0,False
745,746,TMEM50B,1.1380705833435059,1.1380705833435059,0.0,False
746,747,KDM3A,1.1351298093795776,1.1351298093795776,0.0,False
747,748,LOXL3,1.134040117263794,1.134040117263794,0.0,False
748,749,LMNA,1.132453203201294,1.132453203201294,0.0,False
749,750,RIOX2,1.132448434829712,1.132448434829712,0.0,False
750,751,ITGB2,1.1295117139816284,1.1295117139816284,0.0,False
751,752,CTNNB1,1.127286434173584,1.127286434173584,0.0,False
752,753,NTN1,1.1272079944610596,1.1272079944610596,0.0,False
753,754,HOXB5,1.1264172792434692,1.1264172792434692,0.0,True
754,755,AVEN,1.1193177700042725,1.1193177700042725,0.0,False
755,756,AMY1A,1.1188924312591553,1.1188924312591553,0.0,False
756,757,MAGEA2B,1.117186427116394,1.117186427116394,0.0,False
757,758,SDC2,1.115717887878418,1.115717887878418,0.0,False
758,759,POLDIP2,1.1142780780792236,1.1142780780792236,0.0,False
759,760,REN,1.1098887920379639,1.1098887920379639,0.0,False
760,761,FANCL,1.1015753746032715,1.1015753746032715,0.0,False
761,762,GPR18,1.1014676094055176,1.1014676094055176,0.0,False
762,763,P1,1.1004858016967773,1.1004858016967773,0.0,False
763,764,PARP4,1.097930908203125,1.097930908203125,0.0,False
764,765,EPOR,1.0977540016174316,1.0977540016174316,0.0,False
765,766,NAPEPLD,1.0961781740188599,1.0961781740188599,0.0,False
766,767,DAGLB,1.0955655574798584,1.0955655574798584,0.0,False
767,768,LOXL4,1.0948628187179565,1.0948628187179565,0.0,False
768,769,TSLP,1.0923558473587036,1.0923558473587036,0.0,False
769,770,RNASE13,1.0916661024093628,1.0916661024093628,0.0,False
770,771,IFI27,1.0912816524505615,1.0912816524505615,0.0,False
771,772,CCL3,1.0896469354629517,1.0896469354629517,0.0,False
772,773,MS4A2,1.0882701873779297,1.0882701873779297,0.0,False
773,774,HEMGN,1.0837639570236206,1.0837639570236206,0.0,False
774,775,GPR4,1.0782909393310547,1.0782909393310547,0.0,False
775,776,CD83,1.0776416063308716,1.0776416063308716,0.0,False
776,777,EREG,1.0750596523284912,1.0750596523284912,0.0,False
777,778,AGER,1.0729482173919678,1.0729482173919678,0.0,False
778,779,CCL26,1.0719783306121826,1.0719783306121826,0.0,False
779,780,TCP10L,1.0717841386795044,1.0717841386795044,0.0,False
780,781,ZEB1,1.068110466003418,1.068110466003418,0.0,True
781,782,CXCL2,1.0641590356826782,1.0641590356826782,0.0,False
782,783,MAP3K3,1.0641109943389893,1.0641109943389893,0.0,False
783,784,HBE1,1.0635199546813965,1.0635199546813965,0.0,False
784,785,RHOU,1.058778166770935,1.058778166770935,0.0,False
785,786,ZFP42,1.0569519996643066,1.0569519996643066,0.0,True
786,787,DUSP2,1.0567781925201416,1.0567781925201416,0.0,False
787,788,CAPN6,1.056240439414978,1.056240439414978,0.0,False
788,789,ZNF436,1.0556584596633911,1.0556584596633911,0.0,True
789,790,DNAJC15,1.054378867149353,1.054378867149353,0.0,False
790,791,SIGLEC15,1.053571343421936,1.053571343421936,0.0,False
791,792,PLA2G2A,1.0535216331481934,1.0535216331481934,0.0,False
792,793,DAGLA,1.0524040460586548,1.0524040460586548,0.0,False
793,794,RIPOR2,1.051041841506958,1.051041841506958,0.0,False
794,795,KLRC2,1.0455371141433716,1.0455371141433716,0.0,False
795,796,ICAM1,1.0453494787216187,1.0453494787216187,0.0,False
796,797,PDGFRB,1.044651746749878,1.044651746749878,0.0,False
797,798,ABHD12,1.0431338548660278,1.0431338548660278,0.0,False
798,799,DHRS2,1.0377179384231567,1.0377179384231567,0.0,False
799,800,ARHGAP15,1.0360115766525269,1.0360115766525269,0.0,False
800,801,CCR5,1.0346215963363647,1.0346215963363647,0.0,False
801,802,GP5,1.0334820747375488,1.0334820747375488,0.0,False
802,803,CCNB1,1.0331183671951294,1.0331183671951294,0.0,False
803,804,ABHD6,1.0312080383300781,1.0312080383300781,0.0,False
804,805,BABAM2,1.03095543384552,1.03095543384552,0.0,False
805,806,HOXC6,1.0289450883865356,1.0289450883865356,0.0,True
806,807,TOMM40,1.0269830226898193,1.0269830226898193,0.0,False
807,808,YOD1,1.0266848802566528,1.0266848802566528,0.0,False
808,809,MELTF,1.025181770324707,1.025181770324707,0.0,False
809,810,TNFSF13,1.0228970050811768,1.0228970050811768,0.0,False
810,811,TNFSF11,1.0159809589385986,1.0159809589385986,0.0,False
811,812,IFNA4,1.0132532119750977,1.0132532119750977,0.0,False
812,813,PHF20L1,1.0107090473175049,1.0107090473175049,0.0,False
813,814,SOCS5,1.0106546878814697,1.0106546878814697,0.0,False
814,815,LLGL1,1.0091116428375244,1.0091116428375244,0.0,False
815,816,FAAH2,1.0087485313415527,1.0087485313415527,0.0,False
816,817,CCL19,1.0085686445236206,1.0085686445236206,0.0,False
817,818,CNR1,1.0075643062591553,1.0075643062591553,0.0,False
818,819,IFNA1,1.0065644979476929,1.0065644979476929,0.0,False
819,820,GFI1B,1.0054821968078613,1.0054821968078613,0.0,True
820,821,REX1BD,1.0040271282196045,1.0040271282196045,0.0,False
821,822,FANCA,1.0021916627883911,1.0021916627883911,0.0,False
822,823,ELANE,0.9984354376792908,0.9984354376792908,0.0,False
823,824,CHUK,0.9979079961776733,0.9979079961776733,0.0,False
824,825,SAA2-SAA4,0.997014045715332,0.997014045715332,0.0,False
825,826,GHRH,0.9942322969436646,0.9942322969436646,0.0,False
826,827,NHSL2,0.9908368587493896,0.9908368587493896,0.0,False
827,828,PAX1,0.9884333610534668,0.9884333610534668,0.0,True
828,829,NFYC,0.9877839684486389,0.9877839684486389,0.0,True
829,830,CRLF1,0.9870823621749878,0.9870823621749878,0.0,False
830,831,IL10RB,0.9806651473045349,0.9806651473045349,0.0,False
831,832,ADRBK2,0.9765058755874634,0.9765058755874634,0.0,False
832,833,KLRC1,0.9754200577735901,0.9754200577735901,0.0,False
833,834,CLCF1,0.9719803333282471,0.9719803333282471,0.0,False
834,835,SCG3,0.9687867164611816,0.9687867164611816,0.0,False
835,836,DDT,0.9683784246444702,0.9683784246444702,0.0,False
836,837,SECTM1,0.9675259590148926,0.9675259590148926,0.0,False
837,838,GPR55,0.9670109748840332,0.9670109748840332,0.0,False
838,839,MRPL53,0.9656567573547363,0.9656567573547363,0.0,False
839,840,PRDM16,0.9649604558944702,0.9649604558944702,0.0,True
840,841,HOXB7,0.963716983795166,0.963716983795166,0.0,True
841,842,H2AC19,0.9635105729103088,0.9635105729103088,0.0,False
842,843,CTBP1,0.9613495469093323,0.9613495469093323,0.0,False
843,844,IFT172,0.9587637782096863,0.9587637782096863,0.0,False
844,845,OTUD5,0.9577220678329468,0.9577220678329468,0.0,False
845,846,PCDH7,0.9566060304641724,0.9566060304641724,0.0,False
846,847,FLII,0.9547010660171509,0.9547010660171509,0.0,False
847,848,EGR4,0.9545000791549683,0.9545000791549683,0.0,True
848,849,TLR3,0.9508007764816284,0.9508007764816284,0.0,False
849,850,ANOS1,0.948300302028656,0.948300302028656,0.0,False
850,851,SOD2,0.947766900062561,0.947766900062561,0.0,False
851,852,MGP,0.9440833330154419,0.9440833330154419,0.0,False
852,853,ABHD4,0.9405959248542786,0.9405959248542786,0.0,False
853,854,ENG,0.9398388862609863,0.9398388862609863,0.0,False
854,855,MAP2K7,0.937944233417511,0.937944233417511,0.0,False
855,856,CD84,0.927962601184845,0.927962601184845,0.0,False
856,857,EPHX2,0.925199031829834,0.925199031829834,0.0,False
857,858,SFTPB,0.9205744862556458,0.9205744862556458,0.0,False
858,859,GRHL2,0.9197388887405396,0.9197388887405396,0.0,True
859,860,FOS,0.9184045791625977,2.2274954319000244,0.6545454263687134,True
860,861,TWIST1,0.9173490405082703,0.9173490405082703,0.0,True
861,862,ZNF582,0.9162580966949463,0.9162580966949463,0.0,True
862,863,NFKB,0.915553629398346,0.915553629398346,0.0,False
863,864,HOXB6,0.9145214557647705,0.9145214557647705,0.0,True
864,865,COL24A1,0.9098927974700928,0.9098927974700928,0.0,False
865,866,PRM2,0.9087591171264648,0.9087591171264648,0.0,False
866,867,BIRC8,0.9057397842407227,0.9057397842407227,0.0,False
867,868,CHAC2,0.9012326598167419,0.9012326598167419,0.0,False
868,869,TIMM8A,0.8972784876823425,0.8972784876823425,0.0,False
869,870,TIMM10,0.8934657573699951,0.8934657573699951,0.0,False
870,871,RNASEL,0.8924340009689331,0.8924340009689331,0.0,False
871,872,HRK,0.8894643187522888,0.8894643187522888,0.0,False
872,873,HOXA6,0.8890566825866699,0.8890566825866699,0.0,True
873,874,SPTA1,0.888751745223999,0.888751745223999,0.0,False
874,875,CENPX,0.8884077072143555,0.8884077072143555,0.0,True
875,876,UBP1,0.8868911266326904,0.8868911266326904,0.0,True
876,877,TTF1,0.8850589394569397,0.8850589394569397,0.0,True
877,878,IL17RC,0.8836450576782227,0.8836450576782227,0.0,False
878,879,DCC,0.8812472820281982,0.8812472820281982,0.0,False
879,880,BMF,0.8810722827911377,0.8810722827911377,0.0,False
880,881,SOX1,0.8780834674835205,0.8780834674835205,0.0,True
881,882,PRKCQ,0.8772375583648682,0.8772375583648682,0.0,False
882,883,IGHM,0.8766806125640869,0.8766806125640869,0.0,False
883,884,ULBP1,0.8746868968009949,0.8746868968009949,0.0,False
884,885,E2F3,0.8695424795150757,0.8695424795150757,0.0,True
885,886,CSF1R,0.8677335381507874,0.8677335381507874,0.0,False
886,887,IL17B,0.8646433353424072,0.8646433353424072,0.0,False
887,888,MAP2K2,0.8633568286895752,0.8633568286895752,0.0,False
888,889,IPPK,0.857291042804718,0.857291042804718,0.0,False
889,890,SP6,0.8549589514732361,0.8549589514732361,0.0,True
890,891,KIT,0.8537585437297821,1.2537585496902466,0.20000000298023224,False
891,892,TPO,0.8464822769165039,0.8464822769165039,0.0,False
892,893,ERBB4,0.8459221124649048,0.8459221124649048,0.0,False
893,894,CASP10,0.8451550602912903,0.8451550602912903,0.0,False
894,895,NFE2L2,0.8414232730865479,0.8414232730865479,0.0,True
895,896,TRIM6-TRIM34,0.8406434059143066,0.8406434059143066,0.0,False
896,897,TRIM34,0.839348554611206,0.839348554611206,0.0,False
897,898,CCND2,0.8364619612693787,0.8364619612693787,0.0,False
898,899,STARD4,0.833077073097229,0.833077073097229,0.0,False
899,900,TNFRSF11B,0.8328715562820435,0.8328715562820435,0.0,False
900,901,TRIM13,0.8307742476463318,0.8307742476463318,0.0,False
901,902,IL17RE,0.8280466198921204,0.8280466198921204,0.0,False
902,903,IF2G,0.8198361992835999,0.8198361992835999,0.0,False
903,904,hsa-miR-143-3p,0.8193321824073792,0.8193321824073792,0.0,False
904,905,LIME1,0.815951943397522,0.815951943397522,0.0,False
905,906,GPRIN3,0.8148764967918396,0.8148764967918396,0.0,False
906,907,SIT1,0.8146399259567261,0.8146399259567261,0.0,False
907,908,HCST,0.8143206834793091,0.8143206834793091,0.0,False
908,909,NR3C1,0.8099652528762817,0.8099652528762817,0.0,True
909,910,HIF1A,0.8077507615089417,0.8077507615089417,0.0,True
910,911,SAA1,0.807583749294281,0.807583749294281,0.0,False
911,912,TYROBP,0.8042812943458557,0.8042812943458557,0.0,False
912,913,TRAF3,0.80291348695755,0.80291348695755,0.0,False
913,914,PSG6,0.799127459526062,0.799127459526062,0.0,False
914,915,CDKN1A,0.798425018787384,0.798425018787384,0.0,False
915,916,LRRC10,0.7968180179595947,0.7968180179595947,0.0,False
916,917,CTNNA3,0.7930884957313538,0.7930884957313538,0.0,False
917,918,YES1,0.7885818481445312,0.7885818481445312,0.0,False
918,919,DACT3,0.7862976789474487,0.7862976789474487,0.0,False
919,920,USP46,0.7835851907730103,0.7835851907730103,0.0,False
920,921,HNF4G,0.7819502353668213,0.7819502353668213,0.0,True
921,922,BTG2,0.7806517481803894,0.7806517481803894,0.0,False
922,923,TFDP1,0.7796071767807007,0.7796071767807007,0.0,True
923,924,AMN,0.7784342765808105,0.7784342765808105,0.0,False
924,925,MRPL38,0.7756876349449158,0.7756876349449158,0.0,False
925,926,CEBPG,0.7741955518722534,0.7741955518722534,0.0,True
926,927,GADD45GIP1,0.7709944844245911,0.7709944844245911,0.0,False
927,928,LY9,0.770885169506073,0.770885169506073,0.0,False
928,929,E4F1,0.770858883857727,0.770858883857727,0.0,True
929,930,IL25,0.7659847140312195,0.7659847140312195,0.0,False
930,931,CDK2AP1,0.765801191329956,0.765801191329956,0.0,False
931,932,TGM1,0.7655521035194397,0.7655521035194397,0.0,False
932,933,ITGAL,0.7638409733772278,0.7638409733772278,0.0,False
933,934,AICDA,0.7617986798286438,0.7617986798286438,0.0,False
934,935,CCRL2,0.7597923278808594,0.7597923278808594,0.0,False
935,936,CLIP3,0.7565082907676697,0.7565082907676697,0.0,False
936,937,STK11,0.7524228692054749,0.7524228692054749,0.0,False
937,938,ADRBK1,0.7515625953674316,0.7515625953674316,0.0,False
938,939,FTMT,0.7484462857246399,0.7484462857246399,0.0,False
939,940,TAP2,0.7458867430686951,0.7458867430686951,0.0,False
940,941,STK40,0.7431257963180542,0.7431257963180542,0.0,False
941,942,KRT15,0.7397277355194092,0.7397277355194092,0.0,False
942,943,IL17C,0.7388102412223816,0.7388102412223816,0.0,False
943,944,NEO1,0.7345820665359497,0.7345820665359497,0.0,False
944,945,NCR3,0.7334880828857422,0.7334880828857422,0.0,False
945,946,SLC38A11,0.7334724068641663,0.7334724068641663,0.0,False
946,947,WNK4,0.7309074401855469,0.7309074401855469,0.0,False
947,948,CPN1,0.7303651571273804,0.7303651571273804,0.0,False
948,949,ZBTB32,0.7296921610832214,0.7296921610832214,0.0,True
949,950,ZNF131,0.7288094758987427,0.7288094758987427,0.0,True
950,951,MAPK15,0.7283098101615906,0.7283098101615906,0.0,False
951,952,AKT1,0.723032534122467,0.723032534122467,0.0,False
952,953,KDM3B,0.7225315570831299,0.7225315570831299,0.0,False
953,954,SNAI3,0.7223336696624756,0.7223336696624756,0.0,True
954,955,PTK2B,0.7217024564743042,0.7217024564743042,0.0,False
955,956,FGF22,0.7215847969055176,0.7215847969055176,0.0,False
956,957,IL22RA1,0.7213656902313232,0.7213656902313232,0.0,False
957,958,MAPK1,0.7206306457519531,0.7206306457519531,0.0,False
958,959,RNASE10,0.7150936722755432,0.7150936722755432,0.0,False
959,960,MPPED1,0.7146368622779846,0.7146368622779846,0.0,False
960,961,GRIFIN,0.7137219905853271,0.7137219905853271,0.0,False
961,962,PPARGC1A,0.7126197814941406,0.7126197814941406,0.0,False
962,963,CIP2A,0.7084080576896667,0.7084080576896667,0.0,False
963,964,CCL3L3,0.7081084251403809,0.7081084251403809,0.0,False
964,965,DSP,0.7075893878936768,0.7075893878936768,0.0,False
965,966,PMEPA1,0.7070059776306152,0.7070059776306152,0.0,False
966,967,SLA,0.7031158804893494,0.7031158804893494,0.0,False
967,968,WNT16,0.7028238773345947,0.7028238773345947,0.0,False
968,969,PTGES2,0.7016987800598145,0.7016987800598145,0.0,False
969,970,OCLN,0.6994556188583374,0.6994556188583374,0.0,False
970,971,SYCP3,0.6988285183906555,0.6988285183906555,0.0,False
971,972,BCL11B,0.6977587342262268,0.6977587342262268,0.0,True
972,973,PKIA,0.6958507895469666,0.6958507895469666,0.0,False
973,974,MAPK3,0.6946114897727966,0.6946114897727966,0.0,False
974,975,USF2,0.6930795907974243,0.6930795907974243,0.0,True
975,976,SELE,0.6928179264068604,0.6928179264068604,0.0,False
976,977,EML5,0.6921867728233337,0.6921867728233337,0.0,False
977,978,APOBEC3G,0.6919583678245544,0.6919583678245544,0.0,False
978,979,MMP28,0.6904029846191406,0.6904029846191406,0.0,False
979,980,DUSP8,0.689765214920044,0.689765214920044,0.0,False
980,981,TRIM56,0.6889072060585022,0.6889072060585022,0.0,False
981,982,MINDY4,0.6881547570228577,0.6881547570228577,0.0,False
982,983,HOXD9,0.6856594681739807,0.6856594681739807,0.0,True
983,984,SHMT1,0.6830232739448547,0.6830232739448547,0.0,False
984,985,GBP2,0.6807502508163452,0.6807502508163452,0.0,False
985,986,TIMM13,0.68013995885849,0.68013995885849,0.0,False
986,987,ITGB8,0.6757312417030334,0.6757312417030334,0.0,False
987,988,MYD88,0.6744182705879211,0.6744182705879211,0.0,False
988,989,HDLBP,0.6724814176559448,0.6724814176559448,0.0,False
989,990,PRKCG,0.6697208881378174,0.6697208881378174,0.0,False
990,991,CENPS,0.6688551902770996,0.6688551902770996,0.0,True
991,992,NFATC1,0.6677898168563843,0.6677898168563843,0.0,True
992,993,SPRYD7,0.6643015742301941,0.6643015742301941,0.0,False
993,994,DLEU1,0.6631325483322144,0.6631325483322144,0.0,False
