Perturbation,tf_rank,rank,gene,score,raw_score,hub_penalty,is_transcription_factor
667,668,6054,HES5,-1.9930799007415771,-1.9930799007415771,0.0,True
668,669,6055,MSANTD3,-1.993093729019165,-1.993093729019165,0.0,True
669,670,6078,FOXK1,-1.99422025680542,-1.99422025680542,0.0,True
670,671,6082,ZNF18,-1.9945850372314453,-1.9945850372314453,0.0,True
671,672,6119,ZNF337,-1.997297763824463,-1.997297763824463,0.0,True
672,673,6120,ZNF750,-1.9973632097244263,-1.9973632097244263,0.0,True
673,674,6130,DLX1,-1.9979873895645142,-1.9979873895645142,0.0,True
674,675,6186,ZNF674,-2.001286745071411,-2.001286745071411,0.0,True
675,676,6187,ZNF81,-2.001286745071411,-2.001286745071411,0.0,True
676,677,6239,TSHZ3,-2.0038657188415527,-2.0038657188415527,0.0,True
677,678,6245,ZNF408,-2.004059314727783,-2.004059314727783,0.0,True
678,679,6255,TIGD4,-2.0046896934509277,-2.0046896934509277,0.0,True
679,680,6256,NR1I2,-2.004734992980957,-2.004734992980957,0.0,True
680,681,6273,ZNF165,-2.0055294036865234,-2.0055294036865234,0.0,True
681,682,6276,NCOA2,-2.0056700706481934,-2.0056700706481934,0.0,True
682,683,6280,SP7,-2.005927085876465,-2.005927085876465,0.0,True
683,684,6286,SIX2,-2.0062742233276367,-2.0062742233276367,0.0,True
684,685,6289,ZFP57,-2.006356716156006,-2.006356716156006,0.0,True
685,686,6306,ZNF396,-2.0068631172180176,-2.0068631172180176,0.0,True
686,687,6310,ZNF677,-2.006985664367676,-2.006985664367676,0.0,True
687,688,6327,ZEB2,-2.0081727504730225,-2.0081727504730225,0.0,True
688,689,6331,ZNF675,-2.0086188316345215,-2.0086188316345215,0.0,True
689,690,6385,THAP6,-2.010188102722168,-2.010188102722168,0.0,True
690,691,6386,ESR2,-2.010266065597534,-2.010266065597534,0.0,True
691,692,6392,RBSN,-2.01063871383667,-2.01063871383667,0.0,True
692,693,6401,DACH1,-2.0109126567840576,-2.0109126567840576,0.0,True
693,694,6402,BHLHE23,-2.0109190940856934,-2.0109190940856934,0.0,True
694,695,6404,SIM2,-2.010990619659424,-2.010990619659424,0.0,True
695,696,6411,ZSCAN30,-2.011378288269043,-2.011378288269043,0.0,True
696,697,6419,PHF1,-2.0117506980895996,-2.0117506980895996,0.0,True
697,698,6421,ZNF692,-2.0119011402130127,-2.0119011402130127,0.0,True
698,699,6444,ZNF746,-2.0130691528320312,-2.0130691528320312,0.0,True
699,700,6447,ZNF385D,-2.0132975578308105,-2.0132975578308105,0.0,True
700,701,6463,MSX2,-2.0140106678009033,-2.0140106678009033,0.0,True
701,702,6468,FOXD3,-2.014308452606201,-2.014308452606201,0.0,True
702,703,6530,HSF2,-2.016998052597046,-2.016998052597046,0.0,True
703,704,6545,ZNF358,-2.017690896987915,-2.017690896987915,0.0,True
704,705,6572,ETV7,-2.018584728240967,-2.018584728240967,0.0,True
705,706,6594,MTERF2,-2.0191736221313477,-2.0191736221313477,0.0,True
706,707,6609,KLF7,-2.0199522972106934,-2.0199522972106934,0.0,True
707,708,6611,SRY,-2.0199973583221436,-2.0199973583221436,0.0,True
708,709,6627,ZNF250,-2.020869016647339,-2.020869016647339,0.0,True
709,710,6629,RHOXF2,-2.021062135696411,-2.021062135696411,0.0,True
710,711,6631,TFEB,-2.0211398601531982,-2.0211398601531982,0.0,True
711,712,6633,SRCAP,-2.0211963653564453,-2.0211963653564453,0.0,True
712,713,6637,HMX3,-2.021373748779297,-2.021373748779297,0.0,True
713,714,6640,PBX1,-2.0215301513671875,-2.0215301513671875,0.0,True
714,715,6669,ZBTB6,-2.022796154022217,-2.022796154022217,0.0,True
715,716,6686,THRA,-2.0236129760742188,-2.0236129760742188,0.0,True
716,717,6710,LHX5,-2.0246338844299316,-2.0246338844299316,0.0,True
717,718,6749,ZSCAN16,-2.0263376235961914,-2.0263376235961914,0.0,True
718,719,6770,BHLHA9,-2.0271942615509033,-2.0271942615509033,0.0,True
719,720,6772,ZBTB34,-2.027229070663452,-2.027229070663452,0.0,True
720,721,6782,MBD4,-2.0275890827178955,-2.0275890827178955,0.0,True
721,722,6783,ZFP91,-2.0275988578796387,-2.0275988578796387,0.0,True
722,723,6784,ZNF653,-2.027819871902466,-2.027819871902466,0.0,True
723,724,6802,LIN28A,-2.0286080837249756,-2.0286080837249756,0.0,True
724,725,6821,ZNF526,-2.0291941165924072,-2.0291941165924072,0.0,True
725,726,6830,ZNF114,-2.0295329093933105,-2.0295329093933105,0.0,True
726,727,6833,ZBTB2,-2.0295801162719727,-2.0295801162719727,0.0,True
727,728,6835,FOXA2,-2.029773712158203,-2.029773712158203,0.0,True
728,729,6842,ZSCAN29,-2.0300371646881104,-2.0300371646881104,0.0,True
729,730,6847,SP100,-2.030486583709717,-2.030486583709717,0.0,True
730,731,6853,NR6A1,-2.030832052230835,-2.030832052230835,0.0,True
731,732,6879,ZNF662,-2.031832456588745,-2.031832456588745,0.0,True
732,733,6943,CUX2,-2.034909963607788,-2.034909963607788,0.0,True
733,734,6971,ZKSCAN8,-2.0361125469207764,-2.0361125469207764,0.0,True
734,735,6973,ZFP37,-2.0361695289611816,-2.0361695289611816,0.0,True
735,736,7009,ZNF615,-2.0379061698913574,-2.0379061698913574,0.0,True
736,737,7023,NKX2-6,-2.03849458694458,-2.03849458694458,0.0,True
737,738,7026,ZNF274,-2.038633346557617,-2.038633346557617,0.0,True
738,739,7054,DMRT1,-2.03975248336792,-2.03975248336792,0.0,True
739,740,7084,ZNF10,-2.041156768798828,-2.041156768798828,0.0,True
740,741,7086,SOX10,-2.0411980152130127,-2.0411980152130127,0.0,True
741,742,7095,ZXDA,-2.041532516479492,-2.041532516479492,0.0,True
742,743,7116,ZSCAN20,-2.042358636856079,-2.042358636856079,0.0,True
743,744,7117,ZNF572,-2.0423731803894043,-2.0423731803894043,0.0,True
744,745,7118,ZNF454,-2.0423731803894043,-2.0423731803894043,0.0,True
745,746,7144,CENPT,-2.0435314178466797,-2.0435314178466797,0.0,True
746,747,7151,FOXN4,-2.043818473815918,-2.043818473815918,0.0,True
747,748,7154,THYN1,-2.0439882278442383,-2.0439882278442383,0.0,True
748,749,7177,EVX2,-2.04471492767334,-2.04471492767334,0.0,True
749,750,7181,NPAS3,-2.0447998046875,-2.0447998046875,0.0,True
750,751,7182,HIC2,-2.0448899269104004,-2.0448899269104004,0.0,True
751,752,7191,ZNF524,-2.0453972816467285,-2.0453972816467285,0.0,True
752,753,7193,EEA1,-2.045583724975586,-2.045583724975586,0.0,True
753,754,7194,CREBL2,-2.0456130504608154,-2.0456130504608154,0.0,True
754,755,7205,DLX2,-2.0457911491394043,-2.0457911491394043,0.0,True
755,756,7217,RARB,-2.0462262630462646,-2.0462262630462646,0.0,True
756,757,7219,ZNF571,-2.0462725162506104,-2.0462725162506104,0.0,True
757,758,7227,RHOXF2B,-2.046569585800171,-2.046569585800171,0.0,True
758,759,7255,ZNF503,-2.047868251800537,-2.047868251800537,0.0,True
759,760,7264,MXD3,-2.0481936931610107,-2.0481936931610107,0.0,True
760,761,7269,ZFX,-2.048456907272339,-2.048456907272339,0.0,True
761,762,7278,FOXD1,-2.0488786697387695,-2.0488786697387695,0.0,True
762,763,7286,ATMIN,-2.049156904220581,-2.049156904220581,0.0,True
763,764,7294,ZNF385B,-2.049293279647827,-2.049293279647827,0.0,True
764,765,7295,SCMH1,-2.049302101135254,-2.049302101135254,0.0,True
765,766,7301,ZNF853,-2.049438953399658,-2.049438953399658,0.0,True
766,767,7305,TSHZ1,-2.0496060848236084,-2.0496060848236084,0.0,True
767,768,7354,PITX1,-2.05138897895813,-2.05138897895813,0.0,True
768,769,7357,ZBTB41,-2.0514745712280273,-2.0514745712280273,0.0,True
769,770,7368,FOXN2,-2.051788806915283,-2.051788806915283,0.0,True
770,771,7379,ZZZ3,-2.052213191986084,-2.052213191986084,0.0,True
771,772,7387,ZBTB39,-2.052777051925659,-2.052777051925659,0.0,True
772,773,7394,ZNF492,-2.0528855323791504,-2.0528855323791504,0.0,True
773,774,7397,TBR1,-2.052934169769287,-2.052934169769287,0.0,True
774,775,7411,ZNF367,-2.053335428237915,-2.053335428237915,0.0,True
775,776,7424,TBX10,-2.0537970066070557,-2.0537970066070557,0.0,True
776,777,7474,NFXL1,-2.055718421936035,-2.055718421936035,0.0,True
777,778,7629,ZNF536,-2.0611679553985596,-2.0611679553985596,0.0,True
778,779,7639,HOXA9,-2.061508893966675,-2.061508893966675,0.0,True
779,780,7646,ZNF335,-2.0618152618408203,-2.0618152618408203,0.0,True
780,781,7648,ZNF575,-2.061920166015625,-2.061920166015625,0.0,True
781,782,7650,ZNF182,-2.062201499938965,-2.062201499938965,0.0,True
782,783,7675,ZNF266,-2.063159942626953,-2.063159942626953,0.0,True
783,784,7679,SCML4,-2.0633668899536133,-2.0633668899536133,0.0,True
784,785,7696,MYNN,-2.064406156539917,-2.064406156539917,0.0,True
785,786,7712,ZNF366,-2.0649147033691406,-2.0649147033691406,0.0,True
786,787,7717,ZNF7,-2.0650830268859863,-2.0650830268859863,0.0,True
787,788,7734,HMX1,-2.065934181213379,-2.065934181213379,0.0,True
788,789,7800,POU6F2,-2.068171977996826,-2.068171977996826,0.0,True
789,790,7804,TERB1,-2.068202495574951,-2.068202495574951,0.0,True
790,791,7813,ZHX1,-2.068391799926758,-2.068391799926758,0.0,True
791,792,7819,RFX1,-2.068566083908081,-2.068566083908081,0.0,True
792,793,7823,HOXA5,-2.068686008453369,-2.068686008453369,0.0,True
793,794,7835,DPRX,-2.06913685798645,-2.06913685798645,0.0,True
794,795,7839,ELK4,-2.0692381858825684,-2.0692381858825684,0.0,True
795,796,7844,TMF1,-2.069373846054077,-2.069373846054077,0.0,True
796,797,7852,ZNF141,-2.069774866104126,-2.069774866104126,0.0,True
797,798,7855,HES4,-2.0698299407958984,-2.0698299407958984,0.0,True
798,799,7875,ZNF43,-2.0704853534698486,-2.0704853534698486,0.0,True
799,800,7878,ZNF827,-2.0705559253692627,-2.0705559253692627,0.0,True
800,801,7891,FOXJ1,-2.0712051391601562,-2.0712051391601562,0.0,True
801,802,7930,E2F6,-2.0722084045410156,-2.0722084045410156,0.0,True
802,803,7953,ZBED1,-2.0730013847351074,-2.0730013847351074,0.0,True
803,804,7960,ZFHX3,-2.073272943496704,-2.073272943496704,0.0,True
804,805,7967,CARF,-2.0734238624572754,-2.0734238624572754,0.0,True
805,806,7981,ZNF341,-2.0737950801849365,-2.0737950801849365,0.0,True
806,807,7987,ASH1L,-2.0738582611083984,-2.0738582611083984,0.0,True
807,808,7993,SAFB,-2.074052572250366,-2.074052572250366,0.0,True
808,809,7999,POU3F4,-2.074273109436035,-2.074273109436035,0.0,True
809,810,8035,POU2F3,-2.0757555961608887,-2.0757555961608887,0.0,True
810,811,8051,HSF4,-2.0761971473693848,-2.0761971473693848,0.0,True
811,812,8060,ZNF350,-2.0765488147735596,-2.0765488147735596,0.0,True
812,813,8120,ZNF512,-2.0790748596191406,-2.0790748596191406,0.0,True
813,814,8130,ZNF782,-2.0796656608581543,-2.0796656608581543,0.0,True
814,815,8150,FOXR2,-2.0802783966064453,-2.0802783966064453,0.0,True
815,816,8180,YY2,-2.0810186862945557,-2.0810186862945557,0.0,True
816,817,8198,FOXD4,-2.0816457271575928,-2.0816457271575928,0.0,True
817,818,8258,THAP4,-2.0838265419006348,-2.0838265419006348,0.0,True
818,819,8283,ARGFX,-2.0848703384399414,-2.0848703384399414,0.0,True
819,820,8285,FERD3L,-2.0849618911743164,-2.0849618911743164,0.0,True
820,821,8306,OLIG2,-2.085674524307251,-2.085674524307251,0.0,True
821,822,8323,GRHL3,-2.0863823890686035,-2.0863823890686035,0.0,True
822,823,8361,TGIF2,-2.0879387855529785,-2.0879387855529785,0.0,True
823,824,8391,ZSCAN22,-2.088941812515259,-2.088941812515259,0.0,True
824,825,8397,TRAFD1,-2.0890629291534424,-2.0890629291534424,0.0,True
825,826,8450,ZSCAN18,-2.090803623199463,-2.090803623199463,0.0,True
826,827,8493,LEUTX,-2.0922555923461914,-2.0922555923461914,0.0,True
827,828,8506,IRX1,-2.092674970626831,-2.092674970626831,0.0,True
828,829,8518,HELT,-2.0929877758026123,-2.0929877758026123,0.0,True
829,830,8543,MEF2B,-2.0937814712524414,-2.0937814712524414,0.0,True
830,831,8547,KLF12,-2.0938656330108643,-2.0938656330108643,0.0,True
831,832,8569,PRDM8,-2.094498634338379,-2.094498634338379,0.0,True
832,833,8591,BARX2,-2.095093011856079,-2.095093011856079,0.0,True
833,834,8618,BNC1,-2.0960593223571777,-2.0960593223571777,0.0,True
834,835,8621,POU5F1B,-2.0960657596588135,-2.0960657596588135,0.0,True
835,836,8622,BNC2,-2.0961060523986816,-2.0961060523986816,0.0,True
836,837,8639,ZNF614,-2.0968070030212402,-2.0968070030212402,0.0,True
837,838,8640,ZNF641,-2.0968308448791504,-2.0968308448791504,0.0,True
838,839,8649,TPRX1,-2.0971689224243164,-2.0971689224243164,0.0,True
839,840,8676,SP140,-2.0979905128479004,-2.0979905128479004,0.0,True
840,841,8680,ZFP3,-2.098109006881714,-2.098109006881714,0.0,True
841,842,8751,ZNF181,-2.100217819213867,-2.100217819213867,0.0,True
842,843,8752,ZNF302,-2.100217819213867,-2.100217819213867,0.0,True
843,844,8753,ZNF655,-2.100217819213867,-2.100217819213867,0.0,True
844,845,8755,SOX15,-2.1003880500793457,-2.1003880500793457,0.0,True
845,846,8777,SP2,-2.101252555847168,-2.101252555847168,0.0,True
846,847,8781,ZNF230,-2.1013684272766113,-2.1013684272766113,0.0,True
847,848,8803,ZNF805,-2.1015734672546387,-2.1015734672546387,0.0,True
848,849,8823,HOXC13,-2.102175712585449,-2.102175712585449,0.0,True
849,850,8843,RBAK,-2.1029486656188965,-2.1029486656188965,0.0,True
850,851,8845,ZBTB12,-2.1029858589172363,-2.1029858589172363,0.0,True
851,852,8861,SALL3,-2.1033899784088135,-2.1033899784088135,0.0,True
852,853,8927,SIM1,-2.1061582565307617,-2.1061582565307617,0.0,True
853,854,8988,DBP,-2.1084110736846924,-2.1084110736846924,0.0,True
854,855,9030,NHLH1,-2.1098453998565674,-2.1098453998565674,0.0,True
855,856,9145,ZNF8,-2.1140589714050293,-2.1140589714050293,0.0,True
856,857,9155,OTP,-2.1143252849578857,-2.1143252849578857,0.0,True
857,858,9187,ZUFSP,-2.115311622619629,-2.115311622619629,0.0,True
858,859,9218,CCDC169-SOHLH2,-2.1160757541656494,-2.1160757541656494,0.0,True
859,860,9230,VAX1,-2.116514205932617,-2.116514205932617,0.0,True
860,861,9239,FOXI2,-2.116650104522705,-2.116650104522705,0.0,True
861,862,9258,DUXA,-2.117478609085083,-2.117478609085083,0.0,True
862,863,9284,ZNF226,-2.1184709072113037,-2.1184709072113037,0.0,True
863,864,9296,FEV,-2.118797540664673,-2.118797540664673,0.0,True
864,865,9318,ZNF223,-2.1195554733276367,-2.1195554733276367,0.0,True
865,866,9383,ZNF521,-2.1217780113220215,-2.1217780113220215,0.0,True
866,867,9402,ZNF668,-2.1226441860198975,-2.1226441860198975,0.0,True
867,868,9408,ZSCAN1,-2.1228086948394775,-2.1228086948394775,0.0,True
868,869,9413,ZNF2,-2.1230549812316895,-2.1230549812316895,0.0,True
869,870,9422,GCM1,-2.1233303546905518,-2.1233303546905518,0.0,True
870,871,9434,ZBTB5,-2.123810291290283,-2.123810291290283,0.0,True
871,872,9435,ZBTB8B,-2.123810291290283,-2.123810291290283,0.0,True
872,873,9436,ZBTB8A,-2.123810291290283,-2.123810291290283,0.0,True
873,874,9458,FOXN1,-2.1244709491729736,-2.1244709491729736,0.0,True
874,875,9471,PURB,-2.1248815059661865,-2.1248815059661865,0.0,True
875,876,9472,SOX5,-2.1249332427978516,-2.1249332427978516,0.0,True
876,877,9493,ZNF22,-2.125638008117676,-2.125638008117676,0.0,True
877,878,9498,RXRG,-2.125826358795166,-2.125826358795166,0.0,True
878,879,9501,NHLH2,-2.125856876373291,-2.125856876373291,0.0,True
879,880,9518,ARID3B,-2.1267008781433105,-2.1267008781433105,0.0,True
880,881,9527,SOX8,-2.127166748046875,-2.127166748046875,0.0,True
881,882,9532,ZNF256,-2.127342700958252,-2.127342700958252,0.0,True
882,883,9543,CREB3L1,-2.1280553340911865,-2.1280553340911865,0.0,True
883,884,9557,NPAS1,-2.1287546157836914,-2.1287546157836914,0.0,True
884,885,9565,ZNF263,-2.129082441329956,-2.129082441329956,0.0,True
885,886,9569,ZNF317,-2.1292707920074463,-2.1292707920074463,0.0,True
886,887,9582,PTF1A,-2.1293680667877197,-2.1293680667877197,0.0,True
887,888,9586,TERF2,-2.129415273666382,-2.129415273666382,0.0,True
888,889,9596,LHX3,-2.129782199859619,-2.129782199859619,0.0,True
889,890,9600,ZNF511,-2.130052328109741,-2.130052328109741,0.0,True
890,891,9626,FEZF2,-2.130955934524536,-2.130955934524536,0.0,True
891,892,9643,ALX3,-2.1315267086029053,-2.1315267086029053,0.0,True
892,893,9657,ZNF462,-2.132276773452759,-2.132276773452759,0.0,True
893,894,9659,PKNOX2,-2.132369041442871,-2.132369041442871,0.0,True
894,895,9660,ZNF483,-2.1324005126953125,-2.1324005126953125,0.0,True
895,896,9669,PLAGL2,-2.1327133178710938,-2.1327133178710938,0.0,True
896,897,9688,FOXF1,-2.13381290435791,-2.13381290435791,0.0,True
897,898,9733,TEF,-2.135748863220215,-2.135748863220215,0.0,True
898,899,9777,AIRE,-2.1375885009765625,-2.1375885009765625,0.0,True
899,900,9782,MAFB,-2.137798547744751,-2.137798547744751,0.0,True
900,901,9798,ZNF541,-2.138357400894165,-2.138357400894165,0.0,True
901,902,9808,AEBP1,-2.1386523246765137,-2.1386523246765137,0.0,True
902,903,9831,JAZF1,-2.1397252082824707,-2.1397252082824707,0.0,True
903,904,9852,DACH2,-2.1404969692230225,-2.1404969692230225,0.0,True
904,905,9853,BHLHA15,-2.1405558586120605,-2.1405558586120605,0.0,True
905,906,9868,ZNF205,-2.141017436981201,-2.141017436981201,0.0,True
906,907,9894,FOXJ2,-2.142179489135742,-2.142179489135742,0.0,True
907,908,9900,ZBTB18,-2.1423144340515137,-2.1423144340515137,0.0,True
908,909,9932,SON,-2.1434905529022217,-2.1434905529022217,0.0,True
909,910,9936,ZNF597,-2.143561601638794,-2.143561601638794,0.0,True
910,911,9948,ZNF518A,-2.143855571746826,-2.143855571746826,0.0,True
911,912,9959,ZSCAN23,-2.1446571350097656,-2.1446571350097656,0.0,True
912,913,9979,ZNF286A,-2.1453144550323486,-2.1453144550323486,0.0,True
913,914,10001,PRDM12,-2.14593768119812,-2.14593768119812,0.0,True
914,915,10006,ZBTB4,-2.1460835933685303,-2.1460835933685303,0.0,True
915,916,10024,ZBED4,-2.146913528442383,-2.146913528442383,0.0,True
916,917,10029,PRDM5,-2.147082567214966,-2.147082567214966,0.0,True
917,918,10030,FLYWCH1,-2.147095203399658,-2.147095203399658,0.0,True
918,919,10044,HOMEZ,-2.1477103233337402,-2.1477103233337402,0.0,True
919,920,10046,KLF15,-2.1478652954101562,-2.1478652954101562,0.0,True
920,921,10054,ZMAT4,-2.148390054702759,-2.148390054702759,0.0,True
921,922,10088,ZNF354C,-2.149660110473633,-2.149660110473633,0.0,True
922,923,10201,FOXI1,-2.155247688293457,-2.155247688293457,0.0,True
923,924,10259,RFX2,-2.157407760620117,-2.157407760620117,0.0,True
924,925,10263,ZBTB14,-2.1576225757598877,-2.1576225757598877,0.0,True
925,926,10282,SGSM2,-2.1582117080688477,-2.1582117080688477,0.0,True
926,927,10295,ZNF574,-2.1586248874664307,-2.1586248874664307,0.0,True
927,928,10303,THRB,-2.159027338027954,-2.159027338027954,0.0,True
928,929,10307,BARHL2,-2.159102201461792,-2.159102201461792,0.0,True
929,930,10316,ZNF169,-2.1594691276550293,-2.1594691276550293,0.0,True
930,931,10320,TFE3,-2.1596615314483643,-2.1596615314483643,0.0,True
931,932,10339,SKOR2,-2.160285472869873,-2.160285472869873,0.0,True
932,933,10367,ZNF831,-2.1615426540374756,-2.1615426540374756,0.0,True
933,934,10403,HLF,-2.1631062030792236,-2.1631062030792236,0.0,True
934,935,10447,LCORL,-2.1653809547424316,-2.1653809547424316,0.0,True
935,936,10467,LIN28B,-2.1663050651550293,-2.1663050651550293,0.0,True
936,937,10480,NKX2-2,-2.1670377254486084,-2.1670377254486084,0.0,True
937,938,10481,EGR3,-2.167067050933838,-2.167067050933838,0.0,True
938,939,10491,SPZ1,-2.1674773693084717,-2.1674773693084717,0.0,True
939,940,10525,RFX3,-2.1690616607666016,-2.1690616607666016,0.0,True
940,941,10530,MTF1,-2.169254779815674,-2.169254779815674,0.0,True
941,942,10544,SCRT1,-2.1700658798217773,-2.1700658798217773,0.0,True
942,943,10547,ZNF703,-2.170135974884033,-2.170135974884033,0.0,True
943,944,10623,HOXA4,-2.173614025115967,-2.173614025115967,0.0,True
944,945,10626,ATOH7,-2.1737184524536133,-2.1737184524536133,0.0,True
945,946,10642,LHX2,-2.174309492111206,-2.174309492111206,0.0,True
946,947,10666,NEUROD2,-2.175636053085327,-2.175636053085327,0.0,True
947,948,10672,HOXB2,-2.1759471893310547,-2.1759471893310547,0.0,True
948,949,10674,ZNF236,-2.176022529602051,-2.176022529602051,0.0,True
949,950,10687,ZNF326,-2.1765732765197754,-2.1765732765197754,0.0,True
950,951,10710,CXXC5,-2.178016185760498,-2.178016185760498,0.0,True
951,952,10725,SHOX2,-2.1789770126342773,-2.1789770126342773,0.0,True
952,953,10729,GPBP1,-2.1791369915008545,-2.1791369915008545,0.0,True
953,954,10736,ZNF184,-2.1794376373291016,-2.1794376373291016,0.0,True
954,955,10743,ANKZF1,-2.179734230041504,-2.179734230041504,0.0,True
955,956,10745,TRPS1,-2.1798837184906006,-2.1798837184906006,0.0,True
956,957,10750,VSX2,-2.180063009262085,-2.180063009262085,0.0,True
957,958,10775,ISL1,-2.181412696838379,-2.181412696838379,0.0,True
958,959,10782,CREB3L4,-2.181670904159546,-2.181670904159546,0.0,True
959,960,10785,TBX5,-2.181727409362793,-2.181727409362793,0.0,True
960,961,10787,HAND2,-2.1817731857299805,-2.1817731857299805,0.0,True
961,962,10795,BHLHE22,-2.1822991371154785,-2.1822991371154785,0.0,True
962,963,10817,TCF21,-2.1836698055267334,-2.1836698055267334,0.0,True
963,964,10830,ZNF251,-2.184169054031372,-2.184169054031372,0.0,True
964,965,10852,TSC22D1,-2.1848340034484863,-2.1848340034484863,0.0,True
965,966,10872,GCM2,-2.186070203781128,-2.186070203781128,0.0,True
966,967,10883,ZNF276,-2.1867547035217285,-2.1867547035217285,0.0,True
967,968,10886,PRDM15,-2.1870787143707275,-2.1870787143707275,0.0,True
968,969,10889,HOXA13,-2.1874239444732666,-2.1874239444732666,0.0,True
969,970,10921,NFIX,-2.1887362003326416,-2.1887362003326416,0.0,True
970,971,10922,ZNF764,-2.188737630844116,-2.188737630844116,0.0,True
971,972,10930,ZNF496,-2.189160108566284,-2.189160108566284,0.0,True
972,973,10933,FOXO4,-2.1895699501037598,-2.1895699501037598,0.0,True
973,974,10935,POGK,-2.1896443367004395,-2.1896443367004395,0.0,True
974,975,10941,SALL4,-2.1899499893188477,-2.1899499893188477,0.0,True
975,976,10971,KIN,-2.1919445991516113,-2.1919445991516113,0.0,True
976,977,10977,ZNF550,-2.192164659500122,-2.192164659500122,0.0,True
977,978,10979,LTF,-2.1924211978912354,-2.1924211978912354,0.0,True
978,979,10982,NAIF1,-2.192474842071533,-2.192474842071533,0.0,True
979,980,10988,IRX6,-2.1927554607391357,-2.1927554607391357,0.0,True
980,981,10992,LBX2,-2.1927967071533203,-2.1927967071533203,0.0,True
981,982,11004,ZNF320,-2.1933491230010986,-2.1933491230010986,0.0,True
982,983,11012,HOXB8,-2.1937525272369385,-2.1937525272369385,0.0,True
983,984,11020,THAP7,-2.194179058074951,-2.194179058074951,0.0,True
984,985,11030,SIX6,-2.194671630859375,-2.194671630859375,0.0,True
985,986,11031,ZIC2,-2.1947216987609863,-2.1947216987609863,0.0,True
986,987,11049,ZC3H8,-2.196099281311035,-2.196099281311035,0.0,True
987,988,11065,ZNF362,-2.197084426879883,-2.197084426879883,0.0,True
988,989,11080,ELF5,-2.197852611541748,-2.197852611541748,0.0,True
989,990,11104,AEBP2,-2.1987111568450928,-2.1987111568450928,0.0,True
990,991,11107,GATA5,-2.1988656520843506,-2.1988656520843506,0.0,True
991,992,11140,SOX30,-2.2005252838134766,-2.2005252838134766,0.0,True
992,993,11158,ARX,-2.201657772064209,-2.201657772064209,0.0,True
993,994,11161,PHOX2B,-2.201772451400757,-2.201772451400757,0.0,True
994,995,11176,GSX2,-2.2023544311523438,-2.2023544311523438,0.0,True
995,996,11184,ZNF33A,-2.2027900218963623,-2.2027900218963623,0.0,True
996,997,11185,ZNF567,-2.2027900218963623,-2.2027900218963623,0.0,True
997,998,11186,ZFP2,-2.2027900218963623,-2.2027900218963623,0.0,True
998,999,11191,ZNF154,-2.2029619216918945,-2.2029619216918945,0.0,True
999,1000,11194,ARNT2,-2.2030999660491943,-2.2030999660491943,0.0,True
